Name,Year,Platform,Platform_Generation,Platform_Company,NA_Sales,EU_Sales,JP_Sales,Global_Sales
NBA In The Zone,1995,PS,5th,Sony,0.16,0.11,0,0.28
F1 ROC: Race of Champions,1992,SNES,4th,Nintendo,0,0,0.28,0.28
Just Dance 2015,2014,PS3,7th,Sony,0.12,0.11,0,0.28
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,2004,GC,6th,Nintendo,0.22,0.06,0,0.28
Silent Hill 2: Restless Dreams,2001,XB,6th,Microsoft,0.21,0.06,0,0.28
Cabela's Big Game Hunter 2012,2011,X360,7th,Microsoft,0.24,0.02,0,0.28
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2016,PS4,8th,Sony,0,0,0.28,0.28
UEFA Euro 2016,2016,PS4,8th,Sony,0,0.21,0.03,0.28
Soul Nomad & the World Eaters,2007,PS2,6th,Sony,0.14,0.11,0,0.28
Bass Strike,2001,PS2,6th,Sony,0.14,0.11,0,0.28
NHL Hitz 20-03,2002,PS2,6th,Sony,0.14,0.11,0,0.28
Real Pool,2000,PS2,6th,Sony,0.14,0.11,0,0.28
Mister Mosquito,2001,PS2,6th,Sony,0.05,0.04,0.17,0.28
Kakyuusei,1997,SAT,5th,Sega,0,0,0.28,0.28
Civilization II,1998,PS,5th,Sony,0.15,0.11,0,0.28
Guitar Hero: Van Halen,2009,PS3,7th,Sony,0.14,0.09,0,0.28
Dynasty Warriors: Gundam,2008,PS2,6th,Sony,0,0,0.28,0.28
Madagascar,2005,XB,6th,Microsoft,0.21,0.06,0,0.28
Transformers: Cybertron Adventures,2010,Wii,7th,Nintendo,0.15,0.1,0,0.28
Indiana Jones and the Staff of Kings,2009,PS2,6th,Sony,0.11,0.01,0,0.28
F-1 Grand Prix,1992,SNES,4th,Nintendo,0,0,0.28,0.28
Mass Effect 3,2012,WiiU,8th,Nintendo,0.14,0.11,0,0.28
SimCity 2000,1994,SAT,5th,Sega,0,0,0.28,0.28
Deer Hunter,2003,PS2,6th,Sony,0.14,0.11,0,0.28
Pokemon Box: Ruby & Sapphire,2003,GC,6th,Nintendo,0,0,0.27,0.28
Yu-Gi-Oh! Monster Capsule Breed & Battle,1998,PS,5th,Sony,0,0,0.26,0.28
FIFA Soccer 07,2006,X360,7th,Microsoft,0.24,0.01,0,0.28
Dave Mirra Freestyle BMX 2,2001,GC,6th,Nintendo,0.21,0.06,0,0.28
AC/DC LIVE: Rock Band Track Pack,2008,Wii,7th,Nintendo,0.25,0,0,0.28
Puppeteer,2013,PS3,7th,Sony,0.11,0.1,0.02,0.28
Warpath: Jurassic Park,1998,PS,5th,Sony,0.15,0.1,0,0.28
Tak and the Guardians of Gross,2008,PS2,6th,Sony,0.14,0.11,0,0.28
True Crime: New York City,2005,XB,6th,Microsoft,0.21,0.06,0,0.28
Summer Heat Beach Volleyball,2003,PS2,6th,Sony,0.14,0.11,0,0.28
NCAA Basketball 09,2008,PS2,6th,Sony,0.14,0.11,0,0.28
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,2008,Wii,7th,Nintendo,0,0.07,0.19,0.28
Marvel Super Hero Squad: The Infinity Gauntlet,2010,Wii,7th,Nintendo,0.22,0.04,0,0.28
Dead Rising 2: Off the Record,2011,X360,7th,Microsoft,0.17,0.09,0,0.28
Myst III: Exile,2002,PS2,6th,Sony,0.14,0.11,0,0.28
Mobile Suit Gundam Side Story I: Senritsu no Blue,1996,SAT,5th,Sega,0,0,0.28,0.28
Armored Core: Project Phantasma,1997,PS,5th,Sony,0.06,0.04,0.15,0.28
ExciteBots: Trick Racing,2009,Wii,7th,Nintendo,0.26,0,0,0.28
Deadpool,2015,PS4,8th,Sony,0.13,0.1,0,0.28
Nichibutsu Arcade Classics,1995,SNES,4th,Nintendo,0,0,0.28,0.28
Cabela's Trophy Bucks,2007,PS2,6th,Sony,0.13,0.11,0,0.27
Q-Ball: Billiards Master,2000,PS2,6th,Sony,0.13,0.1,0,0.27
How to Train Your Dragon 2,2014,Wii,7th,Nintendo,0.05,0.2,0,0.27
Tao Feng: Fist of the Lotus,2003,XB,6th,Microsoft,0.21,0.06,0,0.27
Rapala Pro Bass Fishing 2010,2010,PS3,7th,Sony,0.18,0.06,0,0.27
Shin Nippon Pro Wrestling: Toukon Retsuden 2,1996,PS,5th,Sony,0,0,0.26,0.27
Dragon Ball Z: Budokai 2,2004,GC,6th,Nintendo,0.21,0.06,0,0.27
Resident Evil 2: Dual Shock Edition,1998,PS,5th,Sony,0,0,0.26,0.27
Dynasty Warriors,1997,PS,5th,Sony,0.09,0.06,0.11,0.27
Zumba Fitness: World Party,2013,Wii,7th,Nintendo,0.14,0.11,0,0.27
Final Fantasy X International,2004,PS2,6th,Sony,0,0,0.27,0.27
Tiny Toon Adventures: Plucky's Big Adventure,2001,PS,5th,Sony,0.15,0.1,0,0.27
NHL Hitz 20-02,2001,XB,6th,Microsoft,0.2,0.06,0,0.27
Iron Man 2,2010,X360,7th,Microsoft,0.15,0.1,0,0.27
Trivial Pursuit,2009,PS2,6th,Sony,0.09,0.01,0,0.27
Evil Dead: Hail to the King,2000,PS,5th,Sony,0.15,0.1,0,0.27
Dragon Ball GT: Final Bout,1997,PS,5th,Sony,0.02,0.02,0.22,0.27
Burstrick: Wake Boarding!!,2000,PS,5th,Sony,0.15,0.1,0,0.27
Dave Mirra Freestyle BMX: Maximum Remix,2001,PS,5th,Sony,0.15,0.1,0,0.27
Divinity: Original Sin,2015,PS4,8th,Sony,0.09,0.12,0.02,0.27
R.U.S.E.,2010,X360,7th,Microsoft,0.12,0.12,0,0.27
Hatsune Miku: Project Diva f,2013,PS3,7th,Sony,0.08,0,0.19,0.27
Athens 2004,2004,PS2,6th,Sony,0.13,0.1,0,0.27
Gunship,1996,PS,5th,Sony,0.15,0.1,0,0.27
Sydney 2000,2000,PS,5th,Sony,0.15,0.1,0,0.27
Pro Race Driver,2002,PS2,6th,Sony,0.13,0.1,0,0.27
Baten Kaitos: Eternal Wings and the Lost Ocean,2003,GC,6th,Nintendo,0.21,0.05,0,0.27
Bishoujo Senshi Sailormoon R,1993,SNES,4th,Nintendo,0,0,0.27,0.27
The Club,2008,X360,7th,Microsoft,0.15,0.1,0,0.27
Slam Dunk: Yonkyo Taiketsu!!,1994,SNES,4th,Nintendo,0,0,0.27,0.27
Rocky: Legends,2004,PS2,6th,Sony,0.13,0.1,0,0.27
MotionSports: Adrenaline,2011,X360,7th,Microsoft,0.14,0.1,0,0.27
NHL 07,2006,X360,7th,Microsoft,0.25,0.01,0,0.27
G-Force,2009,PS2,6th,Sony,0.12,0.01,0,0.27
The Adventures of Tintin: The Game,2011,PS3,7th,Sony,0.06,0.16,0,0.27
RalliSport Challenge 2,2004,XB,6th,Microsoft,0.18,0.08,0,0.27
Wave Rally,2001,PS2,6th,Sony,0.13,0.1,0,0.27
Disgaea 5: Alliance of Vengeance,2015,PS4,8th,Sony,0.1,0.08,0.06,0.27
Disney's Chicken Little,2005,GC,6th,Nintendo,0.21,0.05,0,0.27
Ty the Tasmanian Tiger,2002,GC,6th,Nintendo,0.21,0.05,0,0.27
Sengoku Basara 4,2014,PS3,7th,Sony,0,0,0.27,0.27
Fullmetal Alchemist 2: Curse of the Crimson Elixir,2004,PS2,6th,Sony,0.13,0.1,0,0.27
Sherlock Holmes: Crimes & Punishments,2014,PS4,8th,Sony,0.08,0.14,0,0.27
"NASCAR 06: Total Team Control",2005,XB,6th,Microsoft,0.2,0.06,0,0.27
Bratz: The Movie,2007,Wii,7th,Nintendo,0.24,0.01,0,0.27
BloodRayne 2,2004,PS2,6th,Sony,0.13,0.1,0,0.27
Spider-Man: Web of Shadows,2008,PS3,7th,Sony,0.2,0.04,0,0.27
NHL 2002,2001,XB,6th,Microsoft,0.2,0.06,0,0.27
NBA In The Zone '98,1997,N64,5th,Nintendo,0.25,0.02,0,0.27
Jikkyou Powerful Pro Yakyuu 5,1998,N64,5th,Nintendo,0,0,0.27,0.27
NBA Jam 99,1998,N64,5th,Nintendo,0.25,0.02,0,0.27
Shadow Man,1999,N64,5th,Nintendo,0.18,0.08,0,0.27
Command & Conquer,1999,N64,5th,Nintendo,0.22,0.05,0,0.27
Call of Juarez: The Cartel,2011,X360,7th,Microsoft,0.14,0.11,0,0.27
Shadow of Rome,2005,PS2,6th,Sony,0.13,0.1,0,0.27
Harry Potter and the Order of the Phoenix,2007,PS2,6th,Sony,0.13,0.1,0,0.27
Stuntman: Ignition,2007,PS2,6th,Sony,0.13,0.1,0,0.27
Fantastic 4,2005,XB,6th,Microsoft,0.2,0.06,0,0.27
MotoGP,2000,PS2,6th,Sony,0.06,0.05,0.14,0.27
Summer Athletics: The Ultimate Challenge (US sales),2008,Wii,7th,Nintendo,0.23,0.04,0,0.27
Rock Revolution,2008,X360,7th,Microsoft,0.25,0,0,0.27
LEGO The Hobbit,2014,XOne,8th,Microsoft,0.13,0.12,0,0.27
Jikkyou Powerful Pro Yakyuu 2,1995,SNES,4th,Nintendo,0,0,0.27,0.27
The Incredible Hulk,2008,PS3,7th,Sony,0.22,0.03,0,0.27
Resident Evil: Revelations,2013,X360,7th,Microsoft,0.12,0.11,0.02,0.27
Major League Baseball 2K10,2010,Wii,7th,Nintendo,0.25,0,0,0.27
"NASCAR 2011: The Game",2011,PS3,7th,Sony,0.25,0,0,0.27
Thoroughbred Breeder II,1994,SNES,4th,Nintendo,0,0,0.27,0.27
XGIII: Extreme G Racing,2001,PS2,6th,Sony,0.13,0.1,0,0.27
NBA Live 2004,2003,GC,6th,Nintendo,0.21,0.05,0,0.27
Dragon Ball: XenoVerse,2015,X360,7th,Microsoft,0.16,0.08,0,0.27
"NASCAR Thunder 2003",2002,XB,6th,Microsoft,0.2,0.06,0,0.27
Section 8,2009,X360,7th,Microsoft,0.15,0.09,0,0.27
Superbike 2000,1999,PS,5th,Sony,0.15,0.1,0,0.27
Final Fantasy XI: Ultimate Collection,2009,X360,7th,Microsoft,0.25,0,0,0.27
F1 2016 (Codemasters),2016,PS4,8th,Sony,0.01,0.21,0.01,0.27
Wipeout 2,2011,X360,7th,Microsoft,0.25,0,0,0.27
Ratatouille,2007,X360,7th,Microsoft,0.23,0.02,0,0.27
The Incredible Hulk,2008,X360,7th,Microsoft,0.22,0.03,0,0.27
Dora the Explorer: Dora Saves the Crystal Kingdom,2009,Wii,7th,Nintendo,0.24,0.01,0,0.27
Alundra 2: A New Legend Begins,1999,PS,5th,Sony,0.15,0.1,0,0.27
Reign of Fire,2002,PS2,6th,Sony,0.13,0.1,0,0.27
Scooby-Doo! and the Spooky Swamp,2010,PS2,6th,Sony,0.08,0.11,0,0.27
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,1998,PS,5th,Sony,0,0,0.25,0.27
The Sims 2: Pets,2006,GC,6th,Nintendo,0.21,0.05,0,0.27
The BIGS,2007,X360,7th,Microsoft,0.18,0.08,0,0.27
Initial D: Special Stage,2003,PS2,6th,Sony,0,0,0.27,0.27
Jurassic Park: Operation Genesis,2003,PS2,6th,Sony,0.13,0.1,0,0.27
Final Doom,1995,PS,5th,Sony,0.15,0.1,0,0.27
Deadly Premonition,2010,X360,7th,Microsoft,0.18,0.06,0,0.27
Are You Smarter than a 5th Grader? Game Time,2009,Wii,7th,Nintendo,0.25,0,0,0.27
NBA ShootOut 2001,2000,PS,5th,Sony,0.15,0.1,0,0.27
Knockout Kings 2002,2002,XB,6th,Microsoft,0.2,0.06,0,0.27
Payday 2,2015,PS4,8th,Sony,0.09,0.14,0,0.27
Battle Arena Toshinden 3,1996,PS,5th,Sony,0.06,0.04,0.14,0.27
Teenage Mutant Ninja Turtles: Danger of the Ooze,2014,PS3,7th,Sony,0.11,0.11,0,0.27
Jade Cocoon: Story of the Tamamayu,1998,PS,5th,Sony,0.15,0.1,0,0.27
Super Nazo Puyo: Ruruu no Ruu,1995,SNES,4th,Nintendo,0,0,0.27,0.27
Cabela's Big Game Hunter 2010,2009,X360,7th,Microsoft,0.25,0,0,0.27
InuYasha: Feudal Combat,2005,PS2,6th,Sony,0.13,0.1,0,0.27
Duel Masters,2004,PS2,6th,Sony,0.13,0.1,0,0.27
Superman Returns,2006,X360,7th,Microsoft,0.23,0.02,0,0.27
The Dog Island,2007,PS2,6th,Sony,0.13,0.1,0,0.27
Major League Baseball 2K9,2009,Wii,7th,Nintendo,0.25,0,0,0.27
Jikkyou Powerful Pro Yakyuu 2010,2010,PS3,7th,Sony,0,0,0.27,0.27
Rory McIlroy PGA Tour,2015,XOne,8th,Microsoft,0.15,0.09,0,0.27
Dynasty Warriors 7: Xtreme Legends,2011,PS3,7th,Sony,0.04,0.05,0.16,0.27
Summer Sports 2: Island Sports Party,2008,Wii,7th,Nintendo,0.24,0,0,0.27
Imagine: Fashion Party,2009,Wii,7th,Nintendo,0.25,0,0,0.27
Scene It? Twilight,2009,Wii,7th,Nintendo,0.16,0.08,0,0.27
And1 Streetball,2006,PS2,6th,Sony,0.13,0.1,0,0.27
Don King Boxing,2009,Wii,7th,Nintendo,0.14,0.1,0,0.27
Atelier Ayesha: The Alchemist of Dusk,2012,PS3,7th,Sony,0.06,0.04,0.14,0.27
Angry Birds Trilogy,2012,X360,7th,Microsoft,0.18,0.06,0,0.27
ESPN NBA Basketball,2003,XB,6th,Microsoft,0.2,0.06,0,0.27
Gallop Racer 2: One and Only Road to Victory,1997,PS,5th,Sony,0,0,0.25,0.27
NBA 07,2006,PS3,7th,Sony,0.24,0,0.01,0.26
Lowrider,2002,PS2,6th,Sony,0.11,0.09,0.03,0.26
Reload: Target Down,2010,Wii,7th,Nintendo,0.25,0,0,0.26
All-Pro Football 2K8,2007,X360,7th,Microsoft,0.24,0,0,0.26
The Crew,2014,X360,7th,Microsoft,0.06,0.18,0,0.26
"Barbie: Jet, Set & Style!",2011,Wii,7th,Nintendo,0.23,0.01,0,0.26
Battlestations: Midway,2007,X360,7th,Microsoft,0.21,0.02,0,0.26
Gundam Breaker,2013,PS3,7th,Sony,0,0,0.26,0.26
The House of the Dead 2,1998,DC,6th,Sega,0,0,0.26,0.26
Create,2010,Wii,7th,Nintendo,0.22,0.03,0,0.26
A.C.E.: Another Century's Episode R,2010,PS3,7th,Sony,0,0,0.26,0.26
Littlest Pet Shop: Friends,2009,Wii,7th,Nintendo,0.22,0.02,0,0.26
Rune: Viking Warlord,2001,PS2,6th,Sony,0.13,0.1,0,0.26
Panzer Dragoon Orta,2002,XB,6th,Microsoft,0.16,0.05,0.04,0.26
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,1999,PS,5th,Sony,0,0,0.25,0.26
Dragon Age Origins: Awakening,2010,PS3,7th,Sony,0.24,0,0,0.26
King's Field II,1996,PS,5th,Sony,0.08,0.06,0.11,0.26
NCAA Gamebreaker,1996,PS,5th,Sony,0.15,0.1,0,0.26
Petz: Horsez 2,2007,PS2,6th,Sony,0.13,0.1,0,0.26
NPPL: Championship Paintball 2009,2008,PS2,6th,Sony,0.13,0.1,0,0.26
Skylanders: SuperChargers,2015,Wii,7th,Nintendo,0.05,0.19,0,0.26
Tomba!,1997,PS,5th,Sony,0.15,0.1,0,0.26
MLB SlugFest 2006,2006,PS2,6th,Sony,0.13,0.1,0,0.26
Virtua Racing,1994,GEN,4th,Sega,0,0,0.26,0.26
Prison Break: The Conspiracy,2010,PS3,7th,Sony,0.05,0.16,0,0.26
Bolt,2008,PS2,6th,Sony,0.09,0.02,0,0.26
We Cheer 2,2009,Wii,7th,Nintendo,0.24,0,0,0.26
Ford Racing 3,2004,PS2,6th,Sony,0.13,0.1,0,0.26
Phantasy Star Universe: Ambition of the Illuminus,2007,PS2,6th,Sony,0.1,0.08,0.05,0.26
Project Runway,2010,Wii,7th,Nintendo,0.24,0,0,0.26
Jikkyou Powerful Pro Yakyuu 2013,2013,PS3,7th,Sony,0,0,0.26,0.26
Sengoku Basara 2,2006,PS2,6th,Sony,0,0,0.26,0.26
Inazuma Eleven Strikers,2011,Wii,7th,Nintendo,0,0.01,0.25,0.26
Star Trek: Invasion,2000,PS,5th,Sony,0.15,0.1,0,0.26
Final Fantasy Crystal Chronicles: Echoes of Time,2009,Wii,7th,Nintendo,0.13,0.06,0.05,0.26
Star Wars: Bounty Hunter,2002,GC,6th,Nintendo,0.2,0.05,0,0.26
Tom and Jerry in War of the Whiskers,2002,PS2,6th,Sony,0.13,0.1,0,0.26
Minute to Win It,2010,Wii,7th,Nintendo,0.25,0,0,0.26
Racquet Sports,2010,Wii,7th,Nintendo,0.14,0.09,0,0.26
Jikkyou Powerful Pro Yakyuu 2011,2011,PS3,7th,Sony,0,0,0.26,0.26
Plants vs. Zombies,2010,X360,7th,Microsoft,0.24,0,0,0.26
Riding Spirits,2002,PS2,6th,Sony,0.13,0.1,0,0.26
Disney Sing It: Pop Hits,2009,PS3,7th,Sony,0.17,0.05,0,0.26
Bust A Groove 2,1999,PS,5th,Sony,0.04,0.03,0.18,0.26
Juiced 2: Hot Import Nights,2007,PS3,7th,Sony,0.18,0.04,0.01,0.26
Nightmare Creatures,1996,N64,5th,Nintendo,0.21,0.05,0,0.26
Star Wars Episode I: Battle for Naboo,2000,N64,5th,Nintendo,0.21,0.05,0,0.26
Duke Nukem: Zero Hour,1999,N64,5th,Nintendo,0.21,0.05,0,0.26
Armorines: Project S.W.A.R.M.,1999,N64,5th,Nintendo,0.21,0.05,0,0.26
NCAA March Madness 08,2007,PS2,6th,Sony,0.13,0.1,0,0.26
Armored Core: Nexus,2004,PS2,6th,Sony,0.06,0.05,0.14,0.26
Evolution Skateboarding,2002,PS2,6th,Sony,0.13,0.1,0,0.26
Yakuza: Ishin,2014,PS3,7th,Sony,0,0,0.26,0.26
Tony Hawk: Shred,2010,X360,7th,Microsoft,0.17,0.07,0,0.26
Outlaw Volleyball,2003,XB,6th,Microsoft,0.19,0.06,0,0.26
Batman: Vengeance,2001,GC,6th,Nintendo,0.2,0.05,0,0.26
The Amazing Spider-Man 2 (2014),2014,X360,7th,Microsoft,0.1,0.14,0,0.26
Tiger Woods PGA Tour 10,2009,PS2,6th,Sony,0.12,0.01,0,0.26
Tom Clancy's Splinter Cell: Double Agent,2007,PS3,7th,Sony,0.2,0.03,0,0.26
Monsters vs. Aliens,2009,Wii,7th,Nintendo,0.14,0.09,0,0.26
Dungeons & Dragons Heroes,2003,XB,6th,Microsoft,0.19,0.06,0,0.26
The Testament of Sherlock Holmes,2012,PS3,7th,Sony,0.05,0.15,0,0.26
Game of Thrones,2012,X360,7th,Microsoft,0.15,0.08,0,0.26
McGrath Vs. Pastrana Freestyle Motocross,2000,PS,5th,Sony,0.14,0.1,0,0.26
Legaia 2: Duel Saga,2001,PS2,6th,Sony,0.13,0.1,0,0.26
Crash Nitro Kart,2003,GC,6th,Nintendo,0.2,0.05,0,0.26
Karaoke Joysound Wii,2008,Wii,7th,Nintendo,0.01,0,0.25,0.26
Samurai Warriors 4,2014,PS3,7th,Sony,0,0,0.26,0.26
F1 2014,2014,X360,7th,Microsoft,0.08,0.15,0,0.26
Avatar: The Last Airbender - The Burning Earth,2007,Wii,7th,Nintendo,0.24,0,0,0.26
Peter Jackson's King Kong: The Official Game of the Movie,2005,X360,7th,Microsoft,0.2,0.03,0,0.26
A.C.E.: Another Century's Episode,2005,PS2,6th,Sony,0,0,0.26,0.26
X-Men vs. Street Fighter,1997,SAT,5th,Sega,0,0,0.26,0.26
Army of Two: The Devil's Cartel,2013,X360,7th,Microsoft,0.16,0.07,0,0.26
Oddworld: Stranger's Wrath,2005,XB,6th,Microsoft,0.19,0.06,0,0.26
King of Fighters: Maximum Impact,2004,PS2,6th,Sony,0.13,0.1,0,0.26
Marvel Super Heroes vs. Street Fighter,1998,PS,5th,Sony,0.14,0.1,0,0.26
Legendary,2008,X360,7th,Microsoft,0.08,0.15,0,0.26
J-League Pro Soccer Club wo Tsukurou!,1996,SAT,5th,Sega,0,0,0.26,0.26
Daisy Fuentes Pilates,2009,Wii,7th,Nintendo,0.17,0.06,0,0.26
Star Trek: The Game,2013,PS3,7th,Sony,0.1,0.11,0,0.26
Drakan: The Ancients' Gates,2002,PS2,6th,Sony,0.13,0.1,0,0.26
Dead or Alive Xtreme 2,2006,X360,7th,Microsoft,0.15,0.03,0.06,0.26
Petz: Crazy Monkeyz,2008,Wii,7th,Nintendo,0.23,0,0,0.26
"SpongeBob SquarePants: Lights, Camera, Pants!",2005,XB,6th,Microsoft,0.19,0.06,0,0.26
Choro Q3,1998,PS,5th,Sony,0,0,0.24,0.26
Tokyo Jungle,2012,PS3,7th,Sony,0,0,0.26,0.26
Hunted: The Demon's Forge,2011,PS3,7th,Sony,0.12,0.08,0.02,0.26
Lemony Snicket's A Series of Unfortunate Events,2004,GC,6th,Nintendo,0.2,0.05,0,0.26
Armored Core: Master of Arena,1999,PS,5th,Sony,0.07,0.05,0.13,0.26
Fire Emblem: Thracia 776,1999,SNES,4th,Nintendo,0,0,0.26,0.26
"NASCAR 09",2008,PS3,7th,Sony,0.22,0.01,0,0.26
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,1997,SAT,5th,Sega,0,0,0.26,0.26
A.C.E.: Another Century's Episode 3: The Final,2007,PS2,6th,Sony,0,0,0.26,0.26
Mario & Sonic at the Rio 2016 Olympic Games,2016,WiiU,8th,Nintendo,0.03,0.11,0.1,0.26
Backyard NFL Football,2002,GC,6th,Nintendo,0.2,0.05,0,0.26
All-Star Baseball 2003,2002,XB,6th,Microsoft,0.19,0.06,0,0.26
MTX Mototrax,2004,PS2,6th,Sony,0.13,0.1,0,0.26
Tomb Raider: Underworld (Others sales),2009,PS2,6th,Sony,0,0.21,0,0.26
NHL Rock the Rink,1999,PS,5th,Sony,0.14,0.1,0,0.26
NBA ShootOut 2004,2003,PS2,6th,Sony,0.13,0.1,0,0.26
Formula One 2001,2001,PS2,6th,Sony,0.13,0.1,0,0.26
Nickelodeon Dance,2011,Wii,7th,Nintendo,0.23,0.01,0,0.26
Doukyuusei if,1996,SAT,5th,Sega,0,0,0.26,0.26
Baldur's Gate: Dark Alliance II,2004,XB,6th,Microsoft,0.19,0.06,0,0.26
MVP Baseball 2004,2004,GC,6th,Nintendo,0.2,0.05,0,0.26
Secret Weapons Over Normandy,2003,XB,6th,Microsoft,0.19,0.05,0,0.25
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,1998,PS,5th,Sony,0,0,0.24,0.25
NHL 08,2007,PS3,7th,Sony,0.16,0.06,0,0.25
Kidou Senshi Gundam: Giren no Yabou,1998,SAT,5th,Sega,0,0,0.25,0.25
Teen Titans,2006,PS2,6th,Sony,0.12,0.1,0,0.25
Crusaders of Might and Magic,1999,PS,5th,Sony,0.14,0.1,0,0.25
Journey,2012,PS3,7th,Sony,0.04,0.15,0,0.25
Tearaway Unfolded,2015,PS4,8th,Sony,0.09,0.12,0,0.25
Star Wars The Clone Wars: Republic Heroes,2009,PS2,6th,Sony,0.17,0.01,0,0.25
Bomberman Generation,2002,GC,6th,Nintendo,0.15,0.04,0.06,0.25
"NASCAR 09",2008,X360,7th,Microsoft,0.23,0,0,0.25
Surfing H3O,2000,PS2,6th,Sony,0.12,0.1,0,0.25
Romance of the Three Kingdoms II,1991,SNES,4th,Nintendo,0,0,0.25,0.25
The Chronicles of Riddick: Assault on Dark Athena,2009,PS3,7th,Sony,0.12,0.1,0,0.25
Resident Evil Archives: Resident Evil Zero,2008,Wii,7th,Nintendo,0.14,0.04,0.06,0.25
World Series of Poker,2005,XB,6th,Microsoft,0.19,0.05,0,0.25
Hatsune Miku: Project Diva F 2nd,2014,PS3,7th,Sony,0.09,0.04,0.1,0.25
Galactic Attack,1994,SAT,5th,Sega,0,0,0.25,0.25
Game of Thrones,2012,PS3,7th,Sony,0.1,0.11,0,0.25
Happy Feet,2006,GC,6th,Nintendo,0.2,0.05,0,0.25
Walt Disney's The Jungle Book: Rhythm N'Groove,2003,PS2,6th,Sony,0.12,0.1,0,0.25
Triple Play 2002,2002,XB,6th,Microsoft,0.19,0.05,0,0.25
Evil Zone,1998,PS,5th,Sony,0.14,0.1,0,0.25
A. IV Evolution: A Ressha de Ikou 4,1994,PS,5th,Sony,0,0,0.24,0.25
Exhibition,2001,XB,6th,Microsoft,0.19,0.05,0,0.25
Scrabble,1999,PS,5th,Sony,0.14,0.1,0,0.25
Tony Hawk's Proving Ground,2007,Wii,7th,Nintendo,0.22,0.01,0,0.25
Amped 2,2003,XB,6th,Microsoft,0.2,0.04,0,0.25
Blaster Master: Blasting Again,2000,PS,5th,Sony,0.14,0.1,0,0.25
Cars,2006,X360,7th,Microsoft,0.22,0.02,0,0.25
Family Guy: Back to the Multiverse,2012,X360,7th,Microsoft,0.14,0.09,0,0.25
Kung Fu Panda 2,2011,X360,7th,Microsoft,0.16,0.07,0,0.25
Up,2009,PS3,7th,Sony,0.15,0.07,0,0.25
Birds of Steel,2012,PS3,7th,Sony,0.1,0.09,0.02,0.25
Madagascar: Escape 2 Africa,2008,X360,7th,Microsoft,0.12,0.1,0,0.25
WipEout XL,1996,PS,5th,Sony,0.14,0.1,0,0.25
The Powerpuff Girls: Chemical X-Traction,2001,PS,5th,Sony,0.14,0.1,0,0.25
NHL 08,2007,X360,7th,Microsoft,0.22,0.01,0,0.25
Dynasty Warriors 6 (JP sales),2008,PS2,6th,Sony,0,0,0.25,0.25
Just Dance Kids 2,2011,PS3,7th,Sony,0.1,0.1,0,0.25
Men of Valor,2004,XB,6th,Microsoft,0.19,0.05,0,0.25
Medal of Honor European Assault,2005,GC,6th,Nintendo,0.19,0.05,0,0.25
Spider-Man: Web of Shadows,2008,Wii,7th,Nintendo,0.22,0.01,0,0.25
Billy Hatcher and the Giant Egg,2003,GC,6th,Nintendo,0.19,0.05,0,0.25
SpongeBob's Truth or Square (US sales),2009,X360,7th,Microsoft,0.25,0,0,0.25
WipEout Fusion,2002,PS2,6th,Sony,0.12,0.1,0,0.25
Spider-Man: Edge of Time,2011,X360,7th,Microsoft,0.18,0.05,0,0.25
Marie no Atelier: Salburg no Renkinjutsushi,1997,PS,5th,Sony,0,0,0.23,0.25
The Outfit,2006,X360,7th,Microsoft,0.21,0.02,0,0.25
NHL 06,2005,XB,6th,Microsoft,0.19,0.05,0,0.25
Atari Anthology,2004,XB,6th,Microsoft,0.19,0.05,0,0.25
Ultimate Fighting Championship,2000,PS,5th,Sony,0.14,0.09,0,0.25
XIII,2003,XB,6th,Microsoft,0.16,0.08,0,0.25
MotoGP '07,2007,X360,7th,Microsoft,0.23,0,0,0.25
Mortal Kombat: Armageddon,2007,Wii,7th,Nintendo,0.21,0.02,0,0.25
Don King Presents: Prizefighter,2008,X360,7th,Microsoft,0.14,0.08,0,0.25
Hybrid Heaven,1999,N64,5th,Nintendo,0.16,0.04,0.05,0.25
NBA Showtime: NBA on NBC,1999,N64,5th,Nintendo,0.23,0.02,0,0.25
Fox Sports College Hoops '99,1998,N64,5th,Nintendo,0.2,0.05,0,0.25
Wheel of Fortune,1997,N64,5th,Nintendo,0.2,0.05,0,0.25
MRC: Multi-Racing Championship,1997,N64,5th,Nintendo,0.2,0.05,0,0.25
F1 Pole Position 64,1997,N64,5th,Nintendo,0.11,0.13,0,0.25
Gex 64: Enter the Gecko,1998,N64,5th,Nintendo,0.2,0.05,0,0.25
Wayne Gretzky's 3D Hockey '98,1997,N64,5th,Nintendo,0.23,0.02,0,0.25
NBA Courtside 2 featuring Kobe Bryant,1999,N64,5th,Nintendo,0.2,0.05,0,0.25
J Stars Victory Vs.,2015,PS4,8th,Sony,0.07,0.14,0,0.25
U-Sing: Girls Night,2010,Wii,7th,Nintendo,0,0.21,0,0.25
The Mummy: Tomb of the Dragon Emperor,2008,PS2,6th,Sony,0.12,0.1,0,0.25
